[ALERT] Time: 1745660114718 | Sensor: 1 | Type: Upper Threshold Crossed | Temp: 84.4316 C
[WARNING] Time: 1745660779737 | Sensor: 14 | Type: Cold Spot Detected | Temp: 41.3491
[WARNING] Time: 1745660779839 | Sensor: 1 | Type: Cold Spot Detected | Temp: 41.5662
[WARNING] Time: 1745660779839 | Sensor: 3 | Type: Cold Spot Detected | Temp: 41.0803
[ALERT] Time: 1745660779839 | Sensor: 5 | Type: Isolated Low Spike | Temp: 42.1447 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[WARNING] Time: 1745660779839 | Sensor: 5 | Type: Cold Spot Detected | Temp: 42.1447
[WARNING] Time: 1745660779839 | Sensor: 14 | Type: Cold Spot Detected | Temp: 40.8447
[WARNING] Time: 1745660779839 | Sensor: 13 | Type: Cold Spot Detected | Temp: 41.1603
[ALERT] Time: 1745660779839 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.4766 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[ALERT] Time: 1745660779839 | Sensor: 7 | Type: Isolated Low Spike | Temp: 42.4766 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660779839 | Sensor: 11 | Type: Isolated High Spike | Temp: 44.4421 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660779839 | Sensor: 7 | Type: Cold Spot Detected | Temp: 42.4766
[ALERT] Time: 1745660779839 | Sensor: 6 | Type: Isolated High Spike | Temp: 42.8329 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[WARNING] Time: 1745660779839 | Sensor: 2 | Type: Cold Spot Detected | Temp: 42.4403
[WARNING] Time: 1745660779839 | Sensor: 6 | Type: Cold Spot Detected | Temp: 42.8329
[ALERT] Time: 1745660779954 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.9721 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660779839 | Sensor: 8 | Type: Isolated Low Spike | Temp: 42.291 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[WARNING] Time: 1745660779954 | Sensor: 13 | Type: Cold Spot Detected | Temp: 41.6151
[WARNING] Time: 1745660779839 | Sensor: 8 | Type: Cold Spot Detected | Temp: 42.291
[WARNING] Time: 1745660779954 | Sensor: 2 | Type: Cold Spot Detected | Temp: 40.3622
[ALERT] Time: 1745660779954 | Sensor: 6 | Type: Isolated Low Spike | Temp: 43.1705 C [NOTE] Neighbouring Sensors 5 and 7 are normal.
[WARNING] Time: 1745660779954 | Sensor: 6 | Type: Cold Spot Detected | Temp: 43.1705
[ALERT] Time: 1745660779954 | Sensor: 11 | Type: Isolated High Spike | Temp: 43.4872 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[CRITICAL] Time: 1745660779954 | Sensors: 6, 7, 8 | Type: Clustered Low Spike | Avg Temp: 41 C
[WARNING] Time: 1745660779954 | Sensor: 7 | Type: Cold Spot Detected | Temp: 40.1966
[ALERT] Time: 1745660779954 | Sensor: 14 | Type: Isolated High Spike | Temp: 44.9125 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[ALERT] Time: 1745660779954 | Sensor: 3 | Type: Isolated High Spike | Temp: 44.414 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[ALERT] Time: 1745660779954 | Sensor: 13 | Type: Isolated Low Spike | Temp: 41.6151 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[ALERT] Time: 1745660779954 | Sensor: 12 | Type: Isolated High Spike | Temp: 43.4984 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[WARNING] Time: 1745660779954 | Sensor: 15 | Type: Cold Spot Detected | Temp: 40.5628
[WARNING] Time: 1745660779954 | Sensor: 8 | Type: Cold Spot Detected | Temp: 40.3119
[ALERT] Time: 1745660779954 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.1705 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660779954 | Sensor: 4 | Type: Isolated High Spike | Temp: 42.9925 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660780056 | Sensor: 3 | Type: Cold Spot Detected | Temp: 40.4583
[WARNING] Time: 1745660780056 | Sensor: 7 | Type: Cold Spot Detected | Temp: 41.4959
[ALERT] Time: 1745660779954 | Sensor: 8 | Type: Isolated Low Spike | Temp: 40.3119 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[ALERT] Time: 1745660780056 | Sensor: 11 | Type: Isolated Low Spike | Temp: 40.881 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[ALERT] Time: 1745660779954 | Sensor: 9 | Type: Isolated High Spike | Temp: 42.2098 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[WARNING] Time: 1745660780056 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.881
[ALERT] Time: 1745660780056 | Sensor: 14 | Type: Isolated High Spike | Temp: 44.3881 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[ALERT] Time: 1745660780056 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.7479 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660780056 | Sensor: 8 | Type: Isolated High Spike | Temp: 43.0754 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[WARNING] Time: 1745660780056 | Sensor: 6 | Type: Cold Spot Detected | Temp: 41.2744
[ALERT] Time: 1745660780056 | Sensor: 12 | Type: Isolated High Spike | Temp: 43.4913 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660780056 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.1804 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660780056 | Sensor: 2 | Type: Isolated High Spike | Temp: 43.5369 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[WARNING] Time: 1745660780056 | Sensor: 4 | Type: Cold Spot Detected | Temp: 40.3435
[ALERT] Time: 1745660780056 | Sensor: 5 | Type: Isolated High Spike | Temp: 43.7849 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[ALERT] Time: 1745660780056 | Sensor: 13 | Type: Isolated High Spike | Temp: 43.1706 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[WARNING] Time: 1745660780056 | Sensor: 15 | Type: Cold Spot Detected | Temp: 41.9355
[ALERT] Time: 1745660780056 | Sensor: 7 | Type: Isolated Low Spike | Temp: 41.4959 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660780056 | Sensor: 12 | Type: Isolated Low Spike | Temp: 43.4913 C [NOTE] Neighbouring Sensors 11 and 13 are normal.
[WARNING] Time: 1745660780056 | Sensor: 12 | Type: Cold Spot Detected | Temp: 43.4913
[WARNING] Time: 1745660780170 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.2988
[ALERT] Time: 1745660780170 | Sensor: 11 | Type: Isolated Low Spike | Temp: 40.2988 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[ALERT] Time: 1745660780170 | Sensor: 7 | Type: Isolated High Spike | Temp: 44.7041 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660780170 | Sensor: 14 | Type: Cold Spot Detected | Temp: 42.7316
[WARNING] Time: 1745660780170 | Sensor: 3 | Type: Cold Spot Detected | Temp: 41.9749
[WARNING] Time: 1745660780170 | Sensor: 15 | Type: Cold Spot Detected | Temp: 41.5191
[WARNING] Time: 1745660780170 | Sensor: 10 | Type: Cold Spot Detected | Temp: 42.4705
[ALERT] Time: 1745660780170 | Sensor: 13 | Type: Isolated High Spike | Temp: 43.675 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[WARNING] Time: 1745660780170 | Sensor: 5 | Type: Cold Spot Detected | Temp: 40.7672
[ALERT] Time: 1745660780170 | Sensor: 4 | Type: Isolated High Spike | Temp: 44.2663 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660780170 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.3699 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660780170 | Sensor: 12 | Type: Isolated High Spike | Temp: 43.5416 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660780170 | Sensor: 8 | Type: Isolated High Spike | Temp: 43.2766 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660780272 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.3931 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660780272 | Sensor: 13 | Type: Cold Spot Detected | Temp: 41.5095
[ALERT] Time: 1745660780272 | Sensor: 5 | Type: Isolated High Spike | Temp: 44.782 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660780170 | Sensor: 1 | Type: Cold Spot Detected | Temp: 43.8727
[WARNING] Time: 1745660780272 | Sensor: 4 | Type: Cold Spot Detected | Temp: 41.1649
[ALERT] Time: 1745660780272 | Sensor: 4 | Type: Isolated Low Spike | Temp: 41.1649 C [NOTE] Neighbouring Sensors 3 and 5 are normal.
[WARNING] Time: 1745660780272 | Sensor: 1 | Type: Cold Spot Detected | Temp: 41.6985
[ALERT] Time: 1745660780272 | Sensor: 11 | Type: Isolated Low Spike | Temp: 42.5051 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[ALERT] Time: 1745660780272 | Sensor: 13 | Type: Isolated Low Spike | Temp: 41.5095 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[WARNING] Time: 1745660780272 | Sensor: 11 | Type: Cold Spot Detected | Temp: 42.5051
[ALERT] Time: 1745660780272 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.8302 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[ALERT] Time: 1745660780272 | Sensor: 9 | Type: Isolated Low Spike | Temp: 41.5982 C [NOTE] Neighbouring Sensors 8 and 10 are normal.
[WARNING] Time: 1745660780272 | Sensor: 9 | Type: Cold Spot Detected | Temp: 41.5982
[ALERT] Time: 1745660780272 | Sensor: 7 | Type: Isolated Low Spike | Temp: 40.2466 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660780272 | Sensor: 6 | Type: Isolated High Spike | Temp: 42.8778 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[WARNING] Time: 1745660780272 | Sensor: 7 | Type: Cold Spot Detected | Temp: 40.2466
[ALERT] Time: 1745660780272 | Sensor: 11 | Type: Isolated High Spike | Temp: 42.5051 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[ALERT] Time: 1745660780272 | Sensor: 14 | Type: Isolated High Spike | Temp: 43.7121 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[WARNING] Time: 1745660780272 | Sensor: 8 | Type: Cold Spot Detected | Temp: 41.2655
[ALERT] Time: 1745660780374 | Sensor: 14 | Type: Isolated High Spike | Temp: 43.2278 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[ALERT] Time: 1745660780374 | Sensor: 6 | Type: Isolated High Spike | Temp: 44.526 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660780374 | Sensor: 11 | Type: Isolated High Spike | Temp: 44.1896 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660780374 | Sensor: 14 | Type: Cold Spot Detected | Temp: 43.2278
[ALERT] Time: 1745660780374 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.7892 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660780374 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.3533 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[WARNING] Time: 1745660780374 | Sensor: 2 | Type: Cold Spot Detected | Temp: 42.4543
[ALERT] Time: 1745660780374 | Sensor: 4 | Type: Isolated Low Spike | Temp: 42.4839 C [NOTE] Neighbouring Sensors 3 and 5 are normal.
[WARNING] Time: 1745660780374 | Sensor: 4 | Type: Cold Spot Detected | Temp: 42.4839
[ALERT] Time: 1745660780374 | Sensor: 5 | Type: Isolated Low Spike | Temp: 42.1845 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[WARNING] Time: 1745660780374 | Sensor: 5 | Type: Cold Spot Detected | Temp: 42.1845
[ALERT] Time: 1745660780374 | Sensor: 13 | Type: Isolated High Spike | Temp: 44.9565 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[WARNING] Time: 1745660780374 | Sensor: 8 | Type: Cold Spot Detected | Temp: 42.6208
[WARNING] Time: 1745660780374 | Sensor: 7 | Type: Cold Spot Detected | Temp: 43.9774
[ALERT] Time: 1745660780374 | Sensor: 7 | Type: Isolated High Spike | Temp: 43.9774 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[CRITICAL] Time: 1745660780374 | Sensors: 2, 3, 4, 5 | Type: Clustered Low Spike | Avg Temp: 42 C
[WARNING] Time: 1745660780488 | Sensor: 2 | Type: Cold Spot Detected | Temp: 42.1346
[WARNING] Time: 1745660780488 | Sensor: 3 | Type: Cold Spot Detected | Temp: 44.2733
[ALERT] Time: 1745660780374 | Sensor: 8 | Type: Isolated Low Spike | Temp: 42.6208 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[CRITICAL] Time: 1745660780374 | Sensors: 3, 4, 5 | Type: Clustered Low Spike | Avg Temp: 42 C
[WARNING] Time: 1745660780488 | Sensor: 10 | Type: Cold Spot Detected | Temp: 41.4252
[ALERT] Time: 1745660780488 | Sensor: 11 | Type: Isolated High Spike | Temp: 43.8837 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660780488 | Sensor: 11 | Type: Cold Spot Detected | Temp: 43.8837
[ALERT] Time: 1745660780488 | Sensor: 11 | Type: Isolated Low Spike | Temp: 43.8837 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[WARNING] Time: 1745660780488 | Sensor: 14 | Type: Cold Spot Detected | Temp: 40.7207
[ALERT] Time: 1745660780374 | Sensor: 8 | Type: Isolated High Spike | Temp: 42.6208 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660780488 | Sensor: 6 | Type: Isolated High Spike | Temp: 42.8251 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[WARNING] Time: 1745660780488 | Sensor: 13 | Type: Cold Spot Detected | Temp: 40.3645
[WARNING] Time: 1745660780488 | Sensor: 7 | Type: Cold Spot Detected | Temp: 41.4753
[ALERT] Time: 1745660780488 | Sensor: 7 | Type: Isolated Low Spike | Temp: 41.4753 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660780374 | Sensor: 4 | Type: Isolated High Spike | Temp: 42.4839 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660780488 | Sensor: 8 | Type: Cold Spot Detected | Temp: 40.8592
[ALERT] Time: 1745660780488 | Sensor: 5 | Type: Isolated High Spike | Temp: 41.8205 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[WARNING] Time: 1745660780488 | Sensor: 15 | Type: Cold Spot Detected | Temp: 43.0863
[ALERT] Time: 1745660780488 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.6208 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660780591 | Sensor: 4 | Type: Isolated High Spike | Temp: 44.3268 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[ALERT] Time: 1745660780591 | Sensor: 10 | Type: Isolated High Spike | Temp: 43.4764 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[ALERT] Time: 1745660780591 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.6041 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660780591 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.8833 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660780488 | Sensor: 13 | Type: Isolated Low Spike | Temp: 40.3645 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[WARNING] Time: 1745660780591 | Sensor: 3 | Type: Cold Spot Detected | Temp: 40.9305
[CRITICAL] Time: 1745660780591 | Sensors: 7, 8, 9 | Type: Clustered Low Spike | Avg Temp: 41 C
[WARNING] Time: 1745660780591 | Sensor: 13 | Type: Cold Spot Detected | Temp: 40.9305
[WARNING] Time: 1745660780591 | Sensor: 9 | Type: Cold Spot Detected | Temp: 43.6041
[WARNING] Time: 1745660780591 | Sensor: 15 | Type: Cold Spot Detected | Temp: 40.1338
[ALERT] Time: 1745660780591 | Sensor: 13 | Type: Isolated Low Spike | Temp: 40.9305 C [NOTE] Neighbouring Sensors 12 and 14 are normal.
[ALERT] Time: 1745660780591 | Sensor: 7 | Type: Isolated Low Spike | Temp: 43.2281 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660780591 | Sensor: 9 | Type: Isolated Low Spike | Temp: 43.6041 C [NOTE] Neighbouring Sensors 8 and 10 are normal.
[WARNING] Time: 1745660780591 | Sensor: 7 | Type: Cold Spot Detected | Temp: 43.2281
[ALERT] Time: 1745660780703 | Sensor: 5 | Type: Isolated Low Spike | Temp: 40.4589 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[WARNING] Time: 1745660780703 | Sensor: 5 | Type: Cold Spot Detected | Temp: 40.4589
[ALERT] Time: 1745660780703 | Sensor: 2 | Type: Isolated High Spike | Temp: 43.3363 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[WARNING] Time: 1745660780703 | Sensor: 2 | Type: Cold Spot Detected | Temp: 43.3363
[ALERT] Time: 1745660780703 | Sensor: 11 | Type: Isolated Low Spike | Temp: 42.4572 C [NOTE] Neighbouring Sensors 10 and 12 are normal.
[ALERT] Time: 1745660780591 | Sensor: 7 | Type: Isolated High Spike | Temp: 43.2281 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660780703 | Sensor: 11 | Type: Cold Spot Detected | Temp: 42.4572
[ALERT] Time: 1745660780703 | Sensor: 3 | Type: Isolated High Spike | Temp: 44.668 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[WARNING] Time: 1745660780703 | Sensor: 14 | Type: Cold Spot Detected | Temp: 43.4079
[WARNING] Time: 1745660780703 | Sensor: 15 | Type: Cold Spot Detected | Temp: 41.3006
[ALERT] Time: 1745660780703 | Sensor: 7 | Type: Isolated Low Spike | Temp: 40.346 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[WARNING] Time: 1745660780703 | Sensor: 7 | Type: Cold Spot Detected | Temp: 40.346
[ALERT] Time: 1745660780591 | Sensor: 8 | Type: Isolated High Spike | Temp: 43.2281 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660780703 | Sensor: 8 | Type: Isolated High Spike | Temp: 44.7551 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660780703 | Sensor: 13 | Type: Isolated High Spike | Temp: 44.3423 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660780703 | Sensor: 9 | Type: Isolated High Spike | Temp: 44.3423 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[WARNING] Time: 1745660780703 | Sensor: 1 | Type: Cold Spot Detected | Temp: 41.138
[WARNING] Time: 1745660780703 | Sensor: 13 | Type: Cold Spot Detected | Temp: 44.3423
[ALERT] Time: 1745660780804 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.8825 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660780703 | Sensor: 12 | Type: Cold Spot Detected | Temp: 41.964
[WARNING] Time: 1745660780804 | Sensor: 11 | Type: Cold Spot Detected | Temp: 40.8362
[ALERT] Time: 1745660780804 | Sensor: 6 | Type: Isolated High Spike | Temp: 43.2684 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660780804 | Sensor: 8 | Type: Isolated High Spike | Temp: 42.6294 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[ALERT] Time: 1745660780804 | Sensor: 3 | Type: Isolated High Spike | Temp: 42.05 C [NOTE] Neighbouring Sensors 2 and 4 are normal. 
[ALERT] Time: 1745660780804 | Sensor: 7 | Type: Isolated High Spike | Temp: 42.6285 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660780804 | Sensor: 13 | Type: Cold Spot Detected | Temp: 41.5656
[ALERT] Time: 1745660780804 | Sensor: 7 | Type: Isolated Low Spike | Temp: 42.6285 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660780804 | Sensor: 2 | Type: Isolated High Spike | Temp: 43.4691 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[WARNING] Time: 1745660780804 | Sensor: 7 | Type: Cold Spot Detected | Temp: 42.6285
[WARNING] Time: 1745660780804 | Sensor: 12 | Type: Cold Spot Detected | Temp: 40.0058
[WARNING] Time: 1745660780804 | Sensor: 1 | Type: Cold Spot Detected | Temp: 43.2682
[ALERT] Time: 1745660780804 | Sensor: 5 | Type: Isolated High Spike | Temp: 42.8216 C [NOTE] Neighbouring Sensors 4 and 6 are normal. 
[ALERT] Time: 1745660780804 | Sensor: 9 | Type: Isolated High Spike | Temp: 43.9269 C [NOTE] Neighbouring Sensors 8 and 10 are normal. 
[ALERT] Time: 1745660780905 | Sensor: 7 | Type: Upper Threshold Crossed | Temp: 84.3663 C
[ALERT] Time: 1745660780905 | Sensor: 7 | Type: Isolated High Spike | Temp: 84.3663 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660780905 | Sensor: 14 | Type: Cold Spot Detected | Temp: 42.1027
[ALERT] Time: 1745660780905 | Sensor: 11 | Type: Upper Threshold Crossed | Temp: 82.9893 C
[ALERT] Time: 1745660780905 | Sensor: 11 | Type: Isolated High Spike | Temp: 82.9893 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[WARNING] Time: 1745660780905 | Sensor: 15 | Type: Cold Spot Detected | Temp: 44.518
[ALERT] Time: 1745660780905 | Sensor: 3 | Type: Isolated Low Spike | Temp: 23.2008 C [NOTE] Neighbouring Sensors 2 and 4 are normal.
[ALERT] Time: 1745660780804 | Sensor: 12 | Type: Isolated Low Spike | Temp: 40.0058 C [NOTE] Neighbouring Sensors 11 and 13 are normal.
[WARNING] Time: 1745660780905 | Sensor: 3 | Type: Cold Spot Detected | Temp: 23.2008
[ALERT] Time: 1745660780905 | Sensor: 6 | Type: Isolated High Spike | Temp: 44.7105 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[ALERT] Time: 1745660780905 | Sensor: 8 | Type: Isolated Low Spike | Temp: 21.5659 C [NOTE] Neighbouring Sensors 7 and 9 are normal.
[WARNING] Time: 1745660780905 | Sensor: 8 | Type: Cold Spot Detected | Temp: 21.5659
[ALERT] Time: 1745660780905 | Sensor: 5 | Type: Isolated Low Spike | Temp: 11.4905 C [NOTE] Neighbouring Sensors 4 and 6 are normal.
[WARNING] Time: 1745660780905 | Sensor: 5 | Type: Cold Spot Detected | Temp: 11.4905
[ALERT] Time: 1745660780905 | Sensor: 5 | Type: Lower Threshold Crossed | Temp: 11.4905 C
[ALERT] Time: 1745660780804 | Sensor: 4 | Type: Isolated High Spike | Temp: 42.7854 C [NOTE] Neighbouring Sensors 3 and 5 are normal. 
[WARNING] Time: 1745660780905 | Sensor: 2 | Type: Cold Spot Detected | Temp: 20.3018
[ALERT] Time: 1745660780905 | Sensor: 14 | Type: Isolated High Spike | Temp: 42.1027 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[ALERT] Time: 1745660780905 | Sensor: 13 | Type: Isolated High Spike | Temp: 40.4193 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660780905 | Sensor: 10 | Type: Upper Threshold Crossed | Temp: 81.8679 C
[ALERT] Time: 1745660780905 | Sensor: 10 | Type: Isolated High Spike | Temp: 81.8679 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660780905 | Sensor: 4 | Type: Cold Spot Detected | Temp: 22.9058
[ALERT] Time: 1745660781021 | Sensor: 11 | Type: Isolated High Spike | Temp: 44.3051 C [NOTE] Neighbouring Sensors 10 and 12 are normal. 
[ALERT] Time: 1745660781021 | Sensor: 14 | Type: Isolated High Spike | Temp: 44.3541 C [NOTE] Neighbouring Sensors 13 and 15 are normal. 
[ALERT] Time: 1745660781021 | Sensor: 6 | Type: Isolated High Spike | Temp: 41.0204 C [NOTE] Neighbouring Sensors 5 and 7 are normal. 
[CRITICAL] Time: 1745660780905 | Sensors: 2, 3, 4, 5 | Type: Clustered Low Spike | Avg Temp: 24 C
[ALERT] Time: 1745660781021 | Sensor: 7 | Type: Isolated High Spike | Temp: 41.3531 C [NOTE] Neighbouring Sensors 6 and 8 are normal. 
[WARNING] Time: 1745660781021 | Sensor: 3 | Type: Cold Spot Detected | Temp: 44.3541
[WARNING] Time: 1745660781021 | Sensor: 7 | Type: Cold Spot Detected | Temp: 41.3531
[WARNING] Time: 1745660781021 | Sensor: 15 | Type: Cold Spot Detected | Temp: 42.099
[ALERT] Time: 1745660781021 | Sensor: 13 | Type: Isolated High Spike | Temp: 44.9523 C [NOTE] Neighbouring Sensors 12 and 14 are normal. 
[ALERT] Time: 1745660781021 | Sensor: 7 | Type: Isolated Low Spike | Temp: 41.3531 C [NOTE] Neighbouring Sensors 6 and 8 are normal.
[ALERT] Time: 1745660780905 | Sensor: 9 | Type: Isolated Low Spike | Temp: 24.9885 C [NOTE] Neighbouring Sensors 8 and 10 are normal.
[ALERT] Time: 1745660781021 | Sensor: 8 | Type: Isolated High Spike | Temp: 43.0729 C [NOTE] Neighbouring Sensors 7 and 9 are normal. 
[WARNING] Time: 1745660780905 | Sensor: 9 | Type: Cold Spot Detected | Temp: 24.9885
[ALERT] Time: 1745660781021 | Sensor: 10 | Type: Isolated High Spike | Temp: 44.334 C [NOTE] Neighbouring Sensors 9 and 11 are normal. 
[WARNING] Time: 1745660781021 | Sensor: 9 | Type: Cold Spot Detected | Temp: 40.7916
[WARNING] Time: 1745660781021 | Sensor: 10 | Type: Cold Spot Detected | Temp: 44.334
[ALERT] Time: 1745660781021 | Sensor: 12 | Type: Isolated High Spike | Temp: 44.4505 C [NOTE] Neighbouring Sensors 11 and 13 are normal. 
[CRITICAL] Time: 1745660781021 | Sensors: 5, 6, 7 | Type: Clustered Low Spike | Avg Temp: 31 C
[WARNING] Time: 1745660781021 | Sensor: 6 | Type: Cold Spot Detected | Temp: 41.0204
[CRITICAL] Time: 1745660781021 | Sensors: 5, 6, 7 | Type: Clustered Low Spike | Avg Temp: 41 C
[WARNING] Time: 1745660781021 | Sensor: 5 | Type: Cold Spot Detected | Temp: 42.3335
[ALERT] Time: 1745660781136 | Sensor: 2 | Type: Isolated High Spike | Temp: 44.2198 C [NOTE] Neighbouring Sensors 1 and 3 are normal. 
[WARNING] Time: 1745660781136 | Sensor: 2 | Type: Cold Spot Detected | Temp: 44.2198
[WARNING] Time: 1745660781136 | Sensor: 3 | Type: Cold Spot Detected | Temp: 40.0141
[WARNING] Time: 1745660781136 | Sensor: 10 | Type: Cold Spot Detected | Temp: 42.925
[ALERT] Time: 1745660781021 | Sensor: 6 | Type: Isolated Low Spike | Temp: 41.0204 C [NOTE] Neighbouring Sensors 5 and 7 are normal.
[WARNING] Time: 1745660781136 | Sensor: 15 | Type: Cold Spot Detected | Temp: 42.3968
